zOrig,zDest,FAF_O,FAF_D,netNodeO,netNodeD,FRA_O,FRA_D,fTons (K)
238,48,421,109,14110,13994,484667,483633,1.909098
314,132,559,219,7600,8389,410915,416611,1.909008
154,53,261,122,10449,12159,440834,458319,1.908872
80,161,139,271,10351,5230,439695,381938,1.908506
191,248,341,429,14444,13535,489091,477840,1.908457
155,59,261,124,10506,10684,441355,443554,1.908426
155,178,261,319,10506,2441,441355,343048,1.908392
216,252,380,441,3565,14888,359698,494262,1.908328
164,186,280,329,6887,1399,402884,328309,1.908251
163,186,280,329,6275,1399,395467,328309,1.908251
8,28,19,64,9382,645,428070,314028,1.90823
313,303,559,539,7321,1252,408111,325529,1.908198
277,171,488,300,2982,1470,351899,329739,1.907678
5,114,19,190,8901,5531,422118,385332,1.907619
196,219,350,392,2135,11554,339361,451258,1.907
203,225,369,399,13794,10115,480932,437419,1.906751
14,96,50,179,4812,6723,377024,400579,1.906561
225,251,399,429,10115,13896,437419,482137,1.905945
263,264,473,479,9977,9408,435955,428302,1.905794
177,37,311,81,4065,2325,366354,341046,1.905418
174,88,300,171,1805,7365,334895,408641,1.905046
303,94,539,179,1252,6045,325529,392193,1.905014
68,56,129,123,11901,11637,455320,452361,1.905
273,67,486,129,4124,11362,367103,449306,1.904915
237,126,421,209,13836,4174,481458,367777,1.904776
258,87,460,160,2483,1717,344021,333324,1.904484
16,199,50,362,5376,12847,383370,468821,1.904133
131,164,219,280,7217,6887,406767,402884,1.903269
131,163,219,280,7217,6275,406767,395467,1.903269
29,112,65,190,803,4104,316870,366886,1.903129
253,46,451,99,12364,14835,461299,493235,1.902899
90,102,171,182,7519,9008,410045,423824,1.902336
314,26,559,64,7600,342,410915,308387,1.901601
212,30,380,69,2420,724,342898,315673,1.901363
81,20,139,61,11155,1012,447563,321736,1.901106
313,108,559,189,7321,8805,408111,420535,1.901079
139,107,223,189,6546,8437,397786,416847,1.900796
87,125,160,209,1717,3257,333324,355859,1.900259
123,5,209,19,2848,8901,349555,422118,1.899683
114,123,190,209,5531,2848,385332,349555,1.899496
219,47,392,101,11554,13959,451258,483026,1.899373
197,154,350,261,2416,10449,342876,440834,1.898878
66,76,129,139,11324,9533,448866,429596,1.898634
291,265,500,481,14782,3221,492656,355232,1.898578
8,242,19,422,9382,12573,428070,465636,1.89833
81,234,139,411,11155,184,447563,304311,1.898275
31,251,69,429,859,13896,318889,482137,1.897572
18,216,50,380,6039,3565,392121,359698,1.897192
236,200,419,363,656,14568,314420,490541,1.896901
64,180,129,319,10822,3050,444840,353045,1.8969
138,59,223,124,6300,10684,395671,443554,1.89688
57,71,123,131,11643,9748,452442,432669,1.896451
199,156,362,262,12847,9081,468821,424609,1.896187
106,118,183,201,9546,4476,429819,372451,1.89612
16,88,50,171,5376,7365,383370,408641,1.89604
103,61,182,129,9073,8533,424523,417974,1.895915
191,105,341,183,14444,9470,489091,428994,1.895733
109,292,189,511,8937,13251,422911,474019,1.8951
146,161,230,271,15059,5230,496401,381938,1.895081
302,263,539,473,869,9977,319146,435955,1.895051
275,103,486,182,4484,9073,372551,424523,1.894832
32,271,69,484,865,3800,319096,363320,1.894666
273,142,486,229,4124,5681,367103,386981,1.894569
126,90,209,171,4174,7519,367777,410045,1.89443
52,205,122,372,12021,12241,456469,459525,1.89418
203,80,369,139,13794,10351,480932,439695,1.894109
295,210,513,379,13030,12797,471347,468246,1.89409
230,213,402,380,4008,2770,365635,347721,1.893796
252,190,441,341,14888,14400,494262,488248,1.893065
21,292,61,511,1247,13251,325474,474019,1.892887
107,104,189,183,8437,9438,416847,428587,1.892343
96,264,179,479,6723,9408,400579,428302,1.892264
249,243,429,423,13549,13976,478104,483312,1.892258
274,207,486,373,4351,12670,370166,466694,1.891587
129,290,212,500,9317,14729,427131,492026,1.891428
198,274,361,486,14646,4351,491182,370166,1.891418
273,26,486,64,4124,342,367103,308387,1.891346
195,8,350,19,2073,9382,338763,428070,1.891335
190,205,341,372,14400,12241,488248,459525,1.890807
144,47,230,101,14995,13959,495477,483026,1.890718
157,4,262,12,9293,7596,426819,410839,1.890527
50,64,121,129,11144,10822,447461,444840,1.8905
81,190,139,341,11155,14400,447563,488248,1.890066
91,302,171,539,7983,869,414089,319146,1.890037
234,90,411,171,184,7519,304311,410045,1.889714
276,261,487,471,2897,6400,350299,396179,1.889533
282,171,489,300,3109,1470,353672,329739,1.889528
110,310,189,559,9034,6756,424141,400985,1.889416
213,93,380,172,2770,6641,347721,399738,1.889293
7,113,19,190,9379,5081,428054,379962,1.889084
88,127,171,211,7365,9685,408641,431751,1.888888
281,218,489,392,2836,11504,349158,450746,1.88864
147,155,241,261,13629,10506,478861,441355,1.888115
205,64,372,129,12241,10822,459525,444840,1.887932
49,292,111,511,13419,13251,476164,474019,1.887822
65,207,129,373,11031,12670,446671,466694,1.887798
27,85,64,160,435,1367,310556,327259,1.887512
97,66,179,129,6947,11324,403496,448866,1.887366
253,162,451,279,12364,5654,461299,386600,1.886819
111,310,189,559,9173,6756,425481,400985,1.885935
253,266,451,482,12364,4873,461299,377794,1.885819
253,267,451,482,12364,4936,461299,378449,1.885819
87,138,160,223,1717,6300,333324,395671,1.885479
157,274,262,486,9293,4351,426819,370166,1.885435
231,197,409,350,3036,2416,352861,342876,1.885393
275,90,486,171,4484,7519,372551,410045,1.885371
68,6,129,19,11901,9020,455320,423914,1.885364
266,59,482,124,4873,10684,377794,443554,1.885241
267,59,482,124,4936,10684,378449,443554,1.885241
105,212,183,380,9470,2420,428994,342898,1.884676
90,106,171,183,7519,9546,410045,429819,1.88455
173,280,300,489,1539,2832,331014,349115,1.88425
172,280,300,489,1538,2832,331012,349115,1.88425
253,133,451,219,12364,8959,461299,423091,1.884199
101,253,181,451,8884,12364,421868,461299,1.883375
114,202,190,364,5531,13198,385332,473422,1.883347
114,201,190,364,5531,13188,385332,473268,1.883347
180,184,319,329,3050,799,353045,316845,1.883229
28,138,64,223,645,6300,314028,395671,1.883108
179,216,319,380,3031,3565,352773,359698,1.882844
278,211,489,379,2579,13126,345412,472346,1.882583
151,300,251,531,14845,300,493469,307557,1.881993
152,300,251,531,14856,300,493733,307557,1.881993
176,6,311,19,3822,9020,363554,423914,1.88122
216,82,380,139,3565,11574,359698,451518,1.880724
160,216,269,380,10026,3565,436366,359698,1.880039
158,216,269,380,8646,3565,418960,359698,1.880039
159,216,269,380,9334,3565,427423,359698,1.880039
190,282,341,489,14400,3109,488248,353672,1.879846
31,192,69,341,859,14507,318889,489881,1.87933
146,211,230,379,15059,13126,496401,472346,1.878806
75,29,132,65,11728,803,453331,316870,1.878779
56,163,123,280,11637,6275,452361,395467,1.878762
56,164,123,280,11637,6887,452361,402884,1.878762
133,207,219,373,8959,12670,423091,466694,1.878315
280,299,489,531,2832,237,349115,305935,1.878314
75,241,132,422,11728,12477,453331,463403,1.878006
211,297,379,519,13126,12592,472346,465890,1.877988
132,216,219,380,8389,3565,416611,359698,1.877493
96,157,179,262,6723,9293,400579,426819,1.877057
178,136,319,221,2441,5918,343048,390084,1.876892
172,40,300,89,1538,2260,331012,340498,1.876042
173,40,300,89,1539,2260,331014,340498,1.876042
297,147,519,241,12592,13629,465890,478861,1.875946
54,2,122,11,12175,8739,458556,419866,1.875762
74,103,132,182,11609,9073,451972,424523,1.875758
294,116,512,190,13694,5790,479838,388612,1.875333
256,20,452,61,11192,1012,447820,321736,1.875167
93,155,172,261,6641,10506,399738,441355,1.875157
94,10,179,42,6045,1832,392193,335597,1.8738
294,225,512,399,13694,10115,479838,437419,1.873649
192,235,341,419,14507,48,489881,301480,1.872928
6,199,19,362,9020,12847,423914,468821,1.872835
261,313,471,559,6400,7321,396179,408111,1.872688
112,238,190,421,4104,14110,366886,484667,1.872339
63,81,129,139,9809,11155,433465,447563,1.872146
4,107,12,189,7596,8437,410839,416847,1.872077
81,306,139,540,11155,11539,447563,451117,1.872016
210,51,379,121,12797,11545,468246,451169,1.871056
300,273,531,486,300,4124,307557,367103,1.870178
17,249,50,429,5577,13549,385939,478104,1.870124
229,175,401,300,3353,1953,357127,337188,1.869905
170,101,300,181,1466,8884,329642,421868,1.869875
143,191,230,341,14994,14444,495453,489091,1.869606
303,117,539,190,1252,6061,325529,392352,1.869593
310,272,559,485,6756,2097,400985,338965,1.868939
207,215,373,380,12670,3491,466694,358711,1.868752
218,168,392,292,11504,6163,450746,394071,1.868692
86,177,160,311,1416,4065,328564,366354,1.868495
253,187,451,331,12364,14971,461299,495207,1.868385
302,215,539,380,869,3491,319146,358711,1.867911
80,62,139,129,10351,9322,439695,427214,1.867679
155,46,261,99,10506,14835,441355,493235,1.867036
203,229,369,401,13794,3353,480932,357127,1.866973
262,209,472,379,8902,11686,422132,453036,1.86671
161,246,271,429,5230,13184,381938,473214,1.866037
107,305,189,540,8437,11305,416847,448728,1.865523
7,218,19,392,9379,11504,428054,450746,1.865207
28,59,64,124,645,10684,314028,443554,1.864833
287,185,499,329,1503,1162,330452,324236,1.864101
74,219,132,392,11609,11554,451972,451258,1.863778
288,175,499,300,1829,1953,335586,337188,1.863739
112,187,190,331,4104,14971,366886,495207,1.863492
251,219,429,392,13896,11554,482137,451258,1.863336
136,3,221,11,5918,9115,390084,424835,1.863053
203,105,369,183,13794,9470,480932,428994,1.862476
113,289,190,500,5081,14712,379962,491787,1.862303
90,60,171,124,7519,10921,410045,445695,1.862292
281,230,489,402,2836,4008,349158,365635,1.861561
190,115,341,190,14400,5760,488248,388180,1.860339
272,92,485,172,2097,6491,338965,397178,1.860261
134,16,219,50,9709,5376,432001,383370,1.860223
6,203,19,369,9020,13794,423914,480932,1.859999
216,289,380,500,3565,14712,359698,491787,1.859876
55,177,122,311,12270,4065,460118,366354,1.859393
229,232,401,409,3353,3195,357127,354831,1.85898
14,272,50,485,4812,2097,377024,338965,1.858397
53,213,122,380,12159,2770,458319,347721,1.857301
294,72,512,131,13694,9885,479838,434713,1.857139
273,92,486,172,4124,6491,367103,397178,1.856773
302,11,539,49,869,1467,319146,329710,1.856638
27,170,64,300,435,1466,310556,329642,1.85658
74,271,132,484,11609,3800,451972,363320,1.855913
182,214,319,380,3845,2818,363891,348747,1.855859
235,90,419,171,48,7519,301480,410045,1.855731
141,12,229,49,5644,1591,386552,332121,1.855547
292,277,511,488,13251,2982,474019,351899,1.855473
191,249,341,429,14444,13549,489091,478104,1.85542
179,217,319,391,3031,9692,352773,431812,1.855076
257,52,459,122,11787,12021,453864,456469,1.854611
160,70,269,131,10026,9637,436366,431035,1.854561
158,70,269,131,8646,9637,418960,431035,1.854561
159,70,269,131,9334,9637,427423,431035,1.854561
14,283,50,491,4812,1660,377024,332808,1.854053
192,78,341,139,14507,9898,489881,434942,1.853425
215,291,380,500,3491,14782,358711,492656,1.853261
147,310,241,559,13629,6756,478861,400985,1.852834
82,17,139,50,11574,5577,451518,385939,1.852436
230,101,402,181,4008,8884,365635,421868,1.851996
34,154,81,261,2244,10449,340385,440834,1.851955
33,154,81,261,2244,10449,340385,440834,1.851955
88,316,171,560,7365,1986,408641,337589,1.851797
88,317,171,560,7365,1986,408641,337589,1.851797
211,144,379,230,13126,14995,472346,495477,1.851673
209,205,379,372,11686,12241,453036,459525,1.850973
282,128,489,212,3109,9205,353672,425814,1.850509
216,53,380,122,3565,12159,359698,458319,1.850403
190,74,341,132,14400,11609,488248,451972,1.850292
133,297,219,519,8959,12592,423091,465890,1.850237
62,220,129,393,9322,10452,427214,440877,1.849879
154,59,261,124,10449,10684,440834,443554,1.849798
154,178,261,319,10449,2441,440834,343048,1.849765
114,16,190,50,5531,5376,385332,383370,1.849471
84,108,160,189,1349,8805,326802,420535,1.849454
79,272,139,485,10137,2097,437620,338965,1.849392
303,107,539,189,1252,8437,325529,416847,1.849196
179,21,319,61,3031,1247,352773,325474,1.849136
87,124,160,209,1717,3161,333324,354335,1.848544
140,30,229,69,5509,724,385093,315673,1.848461
254,161,451,271,12383,5230,461503,381938,1.848289
274,42,486,89,4351,2387,370166,342105,1.848279
84,116,160,190,1349,5790,326802,388612,1.848084
101,247,181,429,8884,13388,421868,475739,1.847975
235,172,419,300,48,1538,301480,331012,1.847827
235,173,419,300,48,1539,301480,331014,1.847827
116,296,190,513,5790,13384,388612,475723,1.847563
139,59,223,124,6546,10684,397786,443554,1.847455
14,95,50,179,4812,6716,377024,400440,1.84691
278,193,489,342,2579,13991,345412,483598,1.846168
170,9,300,41,1466,1613,329642,332280,1.845836
119,280,201,489,4490,2832,372696,349115,1.845825
19,274,50,486,6266,4351,395391,370166,1.845383
83,24,160,62,1325,687,326338,314939,1.845349
61,81,129,139,8533,11155,417974,447563,1.845305
163,54,280,122,6275,12175,395467,458556,1.845125
164,54,280,122,6887,12175,402884,458556,1.845125
110,306,189,540,9034,11539,424141,451117,1.845118
162,114,279,190,5654,5531,386600,385332,1.844912
209,278,379,489,11686,2579,453036,345412,1.844602
32,75,69,132,865,11728,319096,453331,1.844304
234,241,411,422,184,12477,304311,463403,1.844008
90,23,171,62,7519,593,410045,312988,1.844004
196,76,350,139,2135,9533,339361,429596,1.843999
281,97,489,179,2836,6947,349158,403496,1.843642
132,82,219,139,8389,11574,416611,451518,1.842602
219,212,392,380,11554,2420,451258,342898,1.842493
225,3,399,11,10115,9115,437419,424835,1.842346
217,314,391,559,9692,7600,431812,410915,1.842296
51,200,121,363,11545,14568,451169,490541,1.842213
281,275,489,486,2836,4484,349158,372551,1.842099
313,271,559,484,7321,3800,408111,363320,1.842071
116,77,190,139,5790,9539,388612,429661,1.84192
81,270,139,484,11155,3703,447563,361928,1.841906
111,306,189,540,9173,11539,425481,451117,1.841719
288,318,499,560,1829,2216,335586,340080,1.841675
132,304,219,540,8389,11278,416611,448492,1.841313
77,161,139,271,9539,5230,429661,381938,1.840964
238,269,421,484,14110,3407,484667,357660,1.840207
62,302,129,539,9322,869,427214,319146,1.840171
68,200,129,363,11901,14568,455320,490541,1.839773
209,161,379,271,11686,5230,453036,381938,1.838813
178,213,319,380,2441,2770,343048,347721,1.838715
87,71,160,131,1717,9748,333324,432669,1.838631
105,278,183,489,9470,2579,428994,345412,1.838275
120,274,202,486,3383,4351,357396,370166,1.837769
262,25,472,63,8902,1326,422132,326398,1.837726
199,236,362,419,12847,656,468821,314420,1.837707
275,134,486,219,4484,9709,372551,432001,1.837295
29,300,65,531,803,300,316870,307557,1.837295
66,2,129,11,11324,8739,448866,419866,1.837115
102,116,182,190,9008,5790,423824,388612,1.837012
104,292,183,511,9438,13251,428587,474019,1.836596
87,139,160,223,1717,6546,333324,397786,1.836351
159,272,269,485,9334,2097,427423,338965,1.836165
158,272,269,485,8646,2097,418960,338965,1.836165
160,272,269,485,10026,2097,436366,338965,1.836165
100,164,181,280,8648,6887,418964,402884,1.836028
100,163,181,280,8648,6275,418964,395467,1.836028
272,98,485,179,2097,6996,338965,404080,1.835959
250,100,429,181,13697,8648,479874,418964,1.835356
114,277,190,488,5531,2982,385332,351899,1.835348
180,85,319,160,3050,1367,353045,327259,1.834969
213,202,380,364,2770,13198,347721,473422,1.834966
213,201,380,364,2770,13188,347721,473268,1.834966
26,280,64,489,342,2832,308387,349115,1.834068
28,139,64,223,645,6546,314028,397786,1.834041
306,91,540,171,11539,7983,451117,414089,1.833921
105,200,183,363,9470,14568,428994,490541,1.833457
213,305,380,540,2770,11305,347721,448728,1.833211
95,264,179,479,6716,9408,400440,428302,1.833061
205,53,372,122,12241,12159,459525,458319,1.832856
254,157,451,262,12383,9293,461503,426819,1.832475
97,225,179,399,6947,10115,403496,437419,1.832223
45,138,92,223,14740,6300,492243,395671,1.832158
250,244,429,423,13697,14002,479874,483750,1.831857
85,105,160,183,1367,9470,327259,428994,1.831379
4,248,12,429,7596,13535,410839,477840,1.831363
137,242,222,422,5190,12573,381551,465636,1.8311
276,114,487,190,2897,5531,350299,385332,1.830975
47,295,101,513,13959,13030,483026,471347,1.830764
247,239,429,421,13388,14191,475739,485714,1.830732
155,19,261,50,10506,6266,441355,395391,1.830673
96,123,179,209,6723,2848,400579,349555,1.830642
114,234,190,411,5531,184,385332,304311,1.830288
147,154,241,261,13629,10449,478861,440834,1.83011
181,275,319,486,3673,4484,361539,372551,1.829072
203,77,369,139,13794,9539,480932,429661,1.827076
7,108,19,189,9379,8805,428054,420535,1.827045
203,128,369,212,13794,9205,480932,425814,1.826573
147,268,241,483,13629,3282,478861,356173,1.826536
213,171,380,300,2770,1470,347721,329739,1.826526
56,68,123,129,11637,11901,452361,455320,1.826123
97,239,179,421,6947,14191,403496,485714,1.824886
8,73,19,131,9382,10272,428070,438954,1.824487
192,116,341,190,14507,5790,489881,388612,1.824279
308,310,551,559,7158,6756,405614,400985,1.824012
88,25,171,63,7365,1326,408641,326398,1.823691
21,279,61,489,1247,2693,325474,346798,1.822739
216,178,380,319,3565,2441,359698,343048,1.82271
311,275,559,486,6842,4484,402197,372551,1.822569
229,213,401,380,3353,2770,357127,347721,1.822414
20,137,61,222,1012,5190,321736,381551,1.822395
88,107,171,189,7365,8437,408641,416847,1.821938
253,138,451,223,12364,6300,461299,395671,1.821929
247,256,429,452,13388,11192,475739,447820,1.821727
274,221,486,393,4351,10520,370166,441549,1.820789
25,295,63,513,1326,13030,326398,471347,1.820485
117,182,190,319,6061,3845,392352,363891,1.819149
250,270,429,484,13697,3703,479874,361928,1.819137
95,157,179,262,6716,9293,400440,426819,1.81833
273,178,486,319,4124,2441,367103,343048,1.818229
109,307,189,540,8937,12425,422911,462506,1.818175
304,71,540,131,11278,9748,448492,432669,1.81805
260,196,460,350,3711,2135,362062,339361,1.817988
231,99,409,179,3036,7438,352861,409272,1.81788
93,154,172,261,6641,10449,399738,440834,1.817551
85,12,160,49,1367,1591,327259,332121,1.816507
194,79,350,139,2072,10137,338745,437620,1.816419
179,123,319,209,3031,2848,352773,349555,1.81581
136,128,221,212,5918,9205,390084,425814,1.815626
296,213,513,380,13384,2770,475723,347721,1.81549
7,165,19,291,9379,4689,428054,375289,1.814795
7,166,19,291,9379,4704,428054,375681,1.814795
123,215,209,380,2848,3491,349555,358711,1.814609
104,177,183,311,9438,4065,428587,366354,1.814029
116,284,190,491,5790,1699,388612,333209,1.813151
64,79,129,139,10822,10137,444840,437620,1.812863
315,185,560,329,1925,1162,336667,324236,1.812862
17,54,50,122,5577,12175,385939,458556,1.812733
116,150,190,249,5790,13163,388612,473010,1.812584
64,253,129,451,10822,12364,444840,461299,1.812364
199,79,362,139,12847,10137,468821,437620,1.812054
112,250,190,429,4104,13697,366886,479874,1.811621
112,125,190,209,4104,3257,366886,355859,1.811254
59,213,124,380,10684,2770,443554,347721,1.810971
141,27,229,64,5644,435,386552,310556,1.81081
115,285,190,491,5760,1704,388180,333248,1.810673
57,274,123,486,11643,4351,452442,370166,1.810455
117,80,190,139,6061,10351,392352,439695,1.810399
115,12,190,49,5760,1591,388180,332121,1.810136
182,155,319,261,3845,10506,363891,441355,1.810075
100,89,181,171,8648,7381,418964,408834,1.809942
27,198,64,361,435,14646,310556,491182,1.809763
262,84,472,160,8902,1349,422132,326802,1.809751
251,152,429,251,13896,14856,482137,493733,1.809741
251,151,429,251,13896,14845,482137,493469,1.809741
154,46,261,99,10449,14835,440834,493235,1.80968
229,200,401,363,3353,14568,357127,490541,1.809394
238,24,421,62,14110,687,484667,314939,1.809392
68,17,129,50,11901,5577,455320,385939,1.808579
41,282,89,489,2362,3109,341849,353672,1.808447
171,29,300,65,1470,803,329739,316870,1.808025
269,36,484,81,3407,2304,357660,340917,1.808003
222,81,393,139,10576,11155,442244,447563,1.807852
272,239,485,421,2097,14191,338965,485714,1.8075
279,15,489,50,2693,4870,346798,377775,1.806508
252,93,441,172,14888,6641,494262,399738,1.806471
31,272,69,485,859,2097,318889,338965,1.805898
255,274,452,486,10871,4351,445277,370166,1.805493
295,254,513,451,13030,12383,471347,461503,1.805007
203,183,369,321,13794,1419,480932,328700,1.804743
20,160,61,269,1012,10026,321736,436366,1.804621
20,159,61,269,1012,9334,321736,427423,1.804621
20,158,61,269,1012,8646,321736,418960,1.804621
67,272,129,485,11362,2097,449306,338965,1.804584
126,98,209,179,4174,6996,367777,404080,1.804055
273,303,486,539,4124,1252,367103,325529,1.80383
199,183,362,321,12847,1419,468821,328700,1.8032
270,4,484,12,3703,7596,361928,410839,1.803041
116,72,190,131,5790,9885,388612,434713,1.802826
6,239,19,421,9020,14191,423914,485714,1.802731
90,257,171,459,7519,11787,410045,453864,1.8025
33,30,81,69,2244,724,340385,315673,1.802032
34,30,81,69,2244,724,340385,315673,1.802032
272,13,485,49,2097,1862,338965,335946,1.801988
98,274,179,486,6996,4351,404080,370166,1.801869
77,62,139,129,9539,9322,429661,427214,1.801582
302,171,539,300,869,1470,319146,329739,1.801394
19,271,50,484,6266,3800,395391,363320,1.800923
36,28,81,64,2304,645,340917,314028,1.800801
232,28,409,64,3195,645,354831,314028,1.800277
261,210,471,379,6400,12797,396179,468246,1.799886
27,193,64,342,435,13991,310556,483598,1.799871
208,282,373,489,12931,3109,469919,353672,1.799529
276,66,487,129,2897,11324,350299,448866,1.799363
63,115,129,190,9809,5760,433465,388180,1.7991
254,29,451,65,12383,803,461503,316870,1.798465
281,51,489,121,2836,11545,349158,451169,1.798206
131,214,219,380,7217,2818,406767,348747,1.798073
256,54,452,122,11192,12175,447820,458556,1.797902
261,151,471,251,6400,14845,396179,493469,1.797776
261,152,471,251,6400,14856,396179,493733,1.797776
103,88,182,171,9073,7365,424523,408641,1.797626
89,175,171,300,7381,1953,408834,337188,1.797587
42,278,89,489,2387,2579,342105,345412,1.797226
66,280,129,489,11324,2832,448866,349115,1.796987
304,102,540,182,11278,9008,448492,423824,1.796807
263,238,473,421,9977,14110,435955,484667,1.796377
75,68,132,129,11728,11901,453331,455320,1.795901
80,141,139,229,10351,5644,439695,386552,1.795888
39,186,89,329,2043,1399,338237,328309,1.795672
203,269,369,484,13794,3407,480932,357660,1.795532
278,195,489,350,2579,2073,345412,338763,1.795198
214,284,380,491,2818,1699,348747,333209,1.794921
305,133,540,219,11305,8959,448728,423091,1.794848
141,271,229,484,5644,3800,386552,363320,1.794801
127,212,211,380,9685,2420,431751,342898,1.794651
163,147,280,241,6275,13629,395467,478861,1.794116
164,147,280,241,6887,13629,402884,478861,1.794116
105,24,183,62,9470,687,428994,314939,1.794057
213,125,380,209,2770,3257,347721,355859,1.79365
203,135,369,219,13794,9726,480932,432226,1.792963
180,286,319,491,3050,1785,353045,334454,1.792685
310,192,559,341,6756,14507,400985,489881,1.792478
206,50,372,121,12501,11144,463889,447461,1.792417
268,101,483,181,3282,8884,356173,421868,1.7924
143,314,230,559,14994,7600,495453,410915,1.792316
108,206,189,372,8805,12501,420535,463889,1.792075
153,151,259,251,14777,14845,492614,493469,1.791895
153,152,259,251,14777,14856,492614,493733,1.791895
98,68,179,129,6996,11901,404080,455320,1.79188
302,271,539,484,869,3800,319146,363320,1.791782
87,195,160,350,1717,2073,333324,338763,1.79162
215,87,380,160,3491,1717,358711,333324,1.791414
226,245,399,429,10155,12879,437809,469255,1.791328
292,303,511,539,13251,1252,474019,325529,1.791258
147,307,241,540,13629,12425,478861,462506,1.791214
265,170,481,300,3221,1466,355232,329642,1.791193
312,99,559,179,7218,7438,406783,409272,1.789851
235,75,419,132,48,11728,301480,453331,1.789232
299,187,531,331,237,14971,305935,495207,1.788824
191,183,341,321,14444,1419,489091,328700,1.788666
162,304,279,540,5654,11278,386600,448492,1.788445
84,2,160,11,1349,8739,326802,419866,1.788322
45,238,92,421,14740,14110,492243,484667,1.78807
25,253,63,451,1326,12364,326398,461299,1.787992
256,193,452,342,11192,13991,447820,483598,1.787628
78,108,139,189,9898,8805,434942,420535,1.787468
309,69,551,131,7675,9598,411642,430342,1.787414
209,239,379,421,11686,14191,453036,485714,1.787382
275,247,486,429,4484,13388,372551,475739,1.787334
303,16,539,50,1252,5376,325529,383370,1.787116
142,69,229,131,5681,9598,386981,430342,1.78657
26,81,64,139,342,11155,308387,447563,1.786475
126,40,209,89,4174,2260,367777,340498,1.786226
206,65,372,129,12501,11031,463889,446671,1.78622
216,59,380,124,3565,10684,359698,443554,1.785584
141,72,229,131,5644,9885,386552,434713,1.785356
79,242,139,422,10137,12573,437620,465636,1.784624
45,139,92,223,14740,6546,492243,397786,1.784419
217,20,391,61,9692,1012,431812,321736,1.784103
175,98,300,179,1953,6996,337188,404080,1.783814
127,245,211,429,9685,12879,431751,469255,1.783372
294,235,512,419,13694,48,479838,301480,1.783199
248,10,429,42,13535,1832,477840,335597,1.783035
107,218,189,392,8437,11504,416847,450746,1.782779
255,52,452,122,10871,12021,445277,456469,1.782669
109,166,189,291,8937,4704,422911,375681,1.78177
109,165,189,291,8937,4689,422911,375289,1.78177
284,116,491,190,1699,5790,333209,388612,1.78173
175,83,300,160,1953,1325,337188,326338,1.781508
280,238,489,421,2832,14110,349115,484667,1.780956
147,236,241,419,13629,656,478861,314420,1.780606
203,215,369,380,13794,3491,480932,358711,1.780599
4,249,12,429,7596,13549,410839,478104,1.780468
20,293,61,511,1012,13305,321736,474701,1.780401
105,319,183,560,9470,2353,428994,341490,1.780178
8,129,19,212,9382,9317,428070,427131,1.780166
316,246,560,429,1986,13184,337589,473214,1.780093
317,246,560,429,1986,13184,337589,473214,1.780093
303,241,539,422,1252,12477,325529,463403,1.779367
285,115,491,190,1704,5760,333248,388180,1.779295
133,270,219,484,8959,3703,423091,361928,1.778978
315,284,560,491,1925,1699,336667,333209,1.778927
158,63,269,129,8646,9809,418960,433465,1.77872
160,63,269,129,10026,9809,436366,433465,1.77872
159,63,269,129,9334,9809,427423,433465,1.77872
131,73,219,131,7217,10272,406767,438954,1.77865
273,68,486,129,4124,11901,367103,455320,1.778605
174,108,300,189,1805,8805,334895,420535,1.778596
294,117,512,190,13694,6061,479838,392352,1.778007
253,120,451,202,12364,3383,461299,357396,1.777978
214,307,380,540,2818,12425,348747,462506,1.777972
142,13,229,49,5681,1862,386981,335946,1.777927
310,110,559,189,6756,9034,400985,424141,1.777757
69,74,131,132,9598,11609,430342,451972,1.777661
10,27,42,64,1832,435,335597,310556,1.777133
39,175,89,300,2043,1953,338237,337188,1.777005
149,20,242,61,13644,1012,478955,321736,1.776918
148,20,242,61,13254,1012,474045,321736,1.776918
203,272,369,485,13794,2097,480932,338965,1.776727
297,246,519,429,12592,13184,465890,473214,1.776647
271,171,484,300,3800,1470,363320,329739,1.776511
177,284,311,491,4065,1699,366354,333209,1.776257
28,210,64,379,645,12797,314028,468246,1.77588
47,199,101,362,13959,12847,483026,468821,1.775694
89,312,171,559,7381,7218,408834,406783,1.775525
216,176,380,311,3565,3822,359698,363554,1.775501
21,165,61,291,1247,4689,325474,375289,1.775474
21,166,61,291,1247,4704,325474,375681,1.775474
303,156,539,262,1252,9081,325529,424609,1.775365
115,264,190,479,5760,9408,388180,428302,1.774942
28,302,64,539,645,869,314028,319146,1.774635
310,111,559,189,6756,9173,400985,425481,1.774482
253,139,451,223,12364,6546,461299,397786,1.774457
154,19,261,50,10449,6266,440834,395391,1.774434
86,215,160,380,1416,3491,328564,358711,1.77442
100,242,181,422,8648,12573,418964,465636,1.774096
214,19,380,50,2818,6266,348747,395391,1.773949
199,73,362,131,12847,10272,468821,438954,1.773862
304,311,540,559,11278,6842,448492,402197,1.773729
95,123,179,209,6716,2848,400440,349555,1.773366
65,94,129,179,11031,6045,446671,392193,1.773365
61,115,129,190,8533,5760,417974,388180,1.773307
40,178,89,319,2260,2441,340498,343048,1.772861
138,87,223,160,6300,1717,395671,333324,1.772611
218,123,392,209,11504,2848,450746,349555,1.772211
313,98,559,179,7321,6996,408111,404080,1.772072
19,147,50,241,6266,13629,395391,478861,1.771609
260,232,460,409,3711,3195,362062,354831,1.771568
