zOrig,zDest,FAF_O,FAF_D,netNodeO,netNodeD,FRA_O,FRA_D,fTons (K)
124,91,209,171,3161,7983,354335,414089,5.73865
68,53,129,122,11901,12159,455320,458319,5.738203
47,203,101,369,13959,13794,483026,480932,5.737412
213,268,380,483,2770,3282,347721,356173,5.737194
111,247,189,429,9173,13388,425481,475739,5.737159
215,125,380,209,3491,3257,358711,355859,5.736972
279,142,489,229,2693,5681,346798,386981,5.735638
8,26,19,64,9382,342,428070,308387,5.735362
106,208,183,373,9546,12931,429819,469919,5.735245
72,279,131,489,9885,2693,434713,346798,5.735094
71,236,131,419,9748,656,432669,314420,5.732001
99,216,179,380,7438,3565,409272,359698,5.731722
139,225,223,399,6546,10115,397786,437419,5.731024
254,276,451,487,12383,2897,461503,350299,5.730938
233,91,411,171,71,7983,301971,414089,5.729476
182,33,319,81,3845,2244,363891,340385,5.729001
182,34,319,81,3845,2244,363891,340385,5.729001
115,250,190,429,5760,13697,388180,479874,5.728728
274,28,486,64,4351,645,370166,314028,5.72867
115,125,190,209,5760,3257,388180,355859,5.727566
35,279,81,489,2255,2693,340445,346798,5.724692
30,58,69,123,724,11658,315673,452708,5.724231
138,89,223,171,6300,7381,395671,408834,5.72407
109,82,189,139,8937,11574,422911,451518,5.723819
284,113,491,190,1699,5081,333209,379962,5.721962
25,31,63,69,1326,859,326398,318889,5.721953
80,240,139,422,10351,12321,439695,460849,5.721935
212,15,380,50,2420,4870,342898,377775,5.721179
27,141,64,229,435,5644,310556,386552,5.720726
210,52,379,122,12797,12021,468246,456469,5.717447
278,101,489,181,2579,8884,345412,421868,5.716892
20,117,61,190,1012,6061,321736,392352,5.716815
129,147,212,241,9317,13629,427131,478861,5.714848
275,120,486,202,4484,3383,372551,357396,5.714699
181,302,319,539,3673,869,361539,319146,5.714634
58,254,123,451,11658,12383,452708,461503,5.712676
299,282,531,489,237,3109,305935,353672,5.712273
117,118,190,201,6061,4476,392352,372451,5.711725
199,253,362,451,12847,12364,468821,461299,5.711292
314,30,559,69,7600,724,410915,315673,5.709926
299,200,531,363,237,14568,305935,490541,5.709298
74,189,132,341,11609,14369,451972,487996,5.708799
204,257,371,459,11860,11787,454726,453864,5.705824
86,30,160,69,1416,724,328564,315673,5.705308
214,37,380,81,2818,2325,348747,341046,5.704688
68,162,129,279,11901,5654,455320,386600,5.704269
294,66,512,129,13694,11324,479838,448866,5.703523
15,127,50,211,4870,9685,377775,431751,5.700614
80,103,139,182,10351,9073,439695,424523,5.700589
54,98,122,179,12175,6996,458556,404080,5.699388
78,314,139,559,9898,7600,434942,410915,5.699223
18,274,50,486,6039,4351,392121,370166,5.699149
99,136,179,221,7438,5918,409272,390084,5.697047
112,204,190,371,4104,11860,366886,454726,5.696639
236,184,419,329,656,799,314420,316845,5.693403
155,268,261,483,10506,3282,441355,356173,5.692016
235,138,419,223,48,6300,301480,395671,5.690847
30,28,69,64,724,645,315673,314028,5.690531
259,217,460,391,3021,9692,352470,431812,5.689783
82,276,139,487,11574,2897,451518,350299,5.688788
41,61,89,129,2362,8533,341849,417974,5.686491
313,147,559,241,7321,13629,408111,478861,5.685378
165,214,291,380,4689,2818,375289,348747,5.681251
166,214,291,380,4704,2818,375681,348747,5.681251
282,127,489,211,3109,9685,353672,431751,5.680642
220,47,393,101,10452,13959,440877,483026,5.680571
103,107,182,189,9073,8437,424523,416847,5.680344
259,280,460,489,3021,2832,352470,349115,5.679702
177,171,311,300,4065,1470,366354,329739,5.679269
234,274,411,486,184,4351,304311,370166,5.678842
6,314,19,559,9020,7600,423914,410915,5.677827
133,76,219,139,8959,9533,423091,429596,5.677513
189,96,341,179,14369,6723,487996,400579,5.677288
17,289,50,500,5577,14712,385939,491787,5.676242
180,195,319,350,3050,2073,353045,338763,5.67614
70,226,131,399,9637,10155,431035,437809,5.671937
78,155,139,261,9898,10506,434942,441355,5.670942
98,196,179,350,6996,2135,404080,339361,5.670324
214,79,380,139,2818,10137,348747,437620,5.668527
269,21,484,61,3407,1247,357660,325474,5.667822
79,63,139,129,10137,9809,437620,433465,5.667721
190,272,341,485,14400,2097,488248,338965,5.667581
155,222,261,393,10506,10576,441355,442244,5.667571
155,3,261,11,10506,9115,441355,424835,5.665925
101,151,181,251,8884,14845,421868,493469,5.665797
101,152,181,251,8884,14856,421868,493733,5.665797
192,210,341,379,14507,12797,489881,468246,5.665586
117,89,190,171,6061,7381,392352,408834,5.665517
27,204,64,371,435,11860,310556,454726,5.665372
305,220,540,393,11305,10452,448728,440877,5.664832
167,99,291,179,4735,7438,376015,409272,5.664395
83,274,160,486,1325,4351,326338,370166,5.662943
134,69,219,131,9709,9598,432001,430342,5.662676
27,208,64,373,435,12931,310556,469919,5.66231
29,155,65,261,803,10506,316870,441355,5.66104
26,138,64,223,342,6300,308387,395671,5.659856
186,32,329,69,1399,865,328309,319096,5.658153
163,19,280,50,6275,6266,395467,395391,5.658059
164,19,280,50,6887,6266,402884,395391,5.658059
231,116,409,190,3036,5790,352861,388612,5.657454
5,129,19,212,8901,9317,422118,427131,5.654861
215,45,380,92,3491,14740,358711,492243,5.65475
313,42,559,89,7321,2387,408111,342105,5.65457
33,236,81,419,2244,656,340385,314420,5.654438
34,236,81,419,2244,656,340385,314420,5.654438
155,18,261,50,10506,6039,441355,392121,5.65372
301,260,532,460,191,3711,304539,362062,5.653695
85,214,160,380,1367,2818,327259,348747,5.651181
54,44,122,91,12175,14765,458556,492524,5.650357
84,33,160,81,1349,2244,326802,340385,5.649971
84,34,160,81,1349,2244,326802,340385,5.649971
211,279,379,489,13126,2693,472346,346798,5.647603
97,57,179,123,6947,11643,403496,452442,5.646608
306,245,540,429,11539,12879,451117,469255,5.645953
6,64,19,129,9020,10822,423914,444840,5.645942
91,122,171,202,7983,3634,414089,361106,5.645456
63,72,129,131,9809,9885,433465,434713,5.645391
274,124,486,209,4351,3161,370166,354335,5.644613
80,279,139,489,10351,2693,439695,346798,5.644612
151,199,251,362,14845,12847,493469,468821,5.644087
152,199,251,362,14856,12847,493733,468821,5.644087
24,25,62,63,687,1326,314939,326398,5.642786
203,226,369,399,13794,10155,480932,437809,5.641747
226,251,399,429,10155,13896,437809,482137,5.639365
85,248,160,429,1367,13535,327259,477840,5.639172
129,74,212,132,9317,11609,427131,451972,5.636382
117,99,190,179,6061,7438,392352,409272,5.636097
256,270,452,484,11192,3703,447820,361928,5.634183
259,261,460,471,3021,6400,352470,396179,5.633093
84,285,160,491,1349,1704,326802,333248,5.632461
237,62,421,129,13836,9322,481458,427214,5.631643
85,288,160,499,1367,1829,327259,335586,5.626168
123,278,209,489,2848,2579,349555,345412,5.625006
166,199,291,362,4704,12847,375681,468821,5.62493
165,199,291,362,4689,12847,375289,468821,5.62493
309,24,551,62,7675,687,411642,314939,5.623989
258,175,460,300,2483,1953,344021,337188,5.623362
313,71,559,131,7321,9748,408111,432669,5.622106
300,25,531,63,300,1326,307557,326398,5.621474
77,72,139,131,9539,9885,429661,434713,5.621461
58,5,123,19,11658,8901,452708,422118,5.62109
5,65,19,129,8901,11031,422118,446671,5.62089
162,234,279,411,5654,184,386600,304311,5.617061
116,180,190,319,5790,3050,388612,353045,5.616714
127,251,211,429,9685,13896,431751,482137,5.61432
307,93,540,172,12425,6641,462506,399738,5.611251
38,35,89,81,1997,2255,337736,340445,5.611142
243,20,423,61,13976,1012,483312,321736,5.610934
58,216,123,380,11658,3565,452708,359698,5.609456
225,47,399,101,10115,13959,437419,483026,5.609096
319,246,560,429,2353,13184,341490,473214,5.608531
300,278,531,489,300,2579,307557,345412,5.608434
102,215,182,380,9008,3491,423824,358711,5.607128
187,99,331,179,14971,7438,495207,409272,5.606993
2,216,11,380,8739,3565,419866,359698,5.606884
58,209,123,379,11658,11686,452708,453036,5.605195
26,59,64,124,342,10684,308387,443554,5.604928
97,37,179,81,6947,2325,403496,341046,5.604773
87,269,160,484,1717,3407,333324,357660,5.604124
203,127,369,211,13794,9685,480932,431751,5.60306
2,147,11,241,8739,13629,419866,478861,5.602391
6,101,19,181,9020,8884,423914,421868,5.60195
258,115,460,190,2483,5760,344021,388180,5.601858
300,57,531,123,300,11643,307557,452442,5.601283
273,161,486,271,4124,5230,367103,381938,5.59924
254,51,451,121,12383,11545,461503,451169,5.597475
52,57,122,123,12021,11643,456469,452442,5.596656
116,96,190,179,5790,6723,388612,400579,5.594537
225,221,399,393,10115,10520,437419,441549,5.594482
88,35,171,81,7365,2255,408641,340445,5.593632
216,292,380,511,3565,13251,359698,474019,5.59292
137,59,222,124,5190,10684,381551,443554,5.591354
218,133,392,219,11504,8959,450746,423091,5.590814
100,139,181,223,8648,6546,418964,397786,5.590773
214,167,380,291,2818,4735,348747,376015,5.590414
76,69,139,131,9533,9598,429596,430342,5.587456
259,214,460,380,3021,2818,352470,348747,5.586991
79,61,139,129,10137,8533,437620,417974,5.586463
239,101,421,181,14191,8884,485714,421868,5.586249
81,264,139,479,11155,9408,447563,428302,5.586196
110,294,189,512,9034,13694,424141,479838,5.585402
194,31,350,69,2072,859,338745,318889,5.584243
7,210,19,379,9379,12797,428054,468246,5.583578
302,36,539,81,869,2304,319146,340917,5.58347
126,155,209,261,4174,10506,367777,441355,5.582954
82,220,139,393,11574,10452,451518,440877,5.582731
40,170,89,300,2260,1466,340498,329642,5.582519
232,138,409,223,3195,6300,354831,395671,5.5818
199,157,362,262,12847,9293,468821,426819,5.580891
215,124,380,209,3491,3161,358711,354335,5.580841
300,120,531,202,300,3383,307557,357396,5.580462
270,302,484,539,3703,869,361928,319146,5.579226
15,319,50,560,4870,2353,377775,341490,5.578683
5,53,19,122,8901,12159,422118,458319,5.577131
113,239,190,421,5081,14191,379962,485714,5.57707
301,238,532,421,191,14110,304539,484667,5.576189
258,27,460,64,2483,435,344021,310556,5.575371
111,294,189,512,9173,13694,425481,479838,5.575112
139,89,223,171,6546,7381,397786,408834,5.574923
203,293,369,511,13794,13305,480932,474701,5.574456
112,318,190,560,4104,2216,366886,340080,5.574316
96,272,179,485,6723,2097,400579,338965,5.574144
239,118,421,201,14191,4476,485714,372451,5.573482
152,47,251,101,14856,13959,493733,483026,5.573422
151,47,251,101,14845,13959,493469,483026,5.573422
276,10,487,42,2897,1832,350299,335597,5.572236
31,91,69,171,859,7983,318889,414089,5.571842
115,124,190,209,5760,3161,388180,354335,5.571691
66,154,129,261,11324,10449,448866,440834,5.570267
264,31,479,69,9408,859,428302,318889,5.568652
84,170,160,300,1349,1466,326802,329642,5.568505
141,257,229,459,5644,11787,386552,453864,5.567407
107,192,189,341,8437,14507,416847,489881,5.567148
85,109,160,189,1367,8937,327259,422911,5.566564
306,47,540,101,11539,13959,451117,483026,5.565916
39,113,89,190,2043,5081,338237,379962,5.565608
61,72,129,131,8533,9885,417974,434713,5.564454
104,109,183,189,9438,8937,428587,422911,5.563894
20,295,61,513,1012,13030,321736,471347,5.562426
18,271,50,484,6039,3800,392121,363320,5.561843
37,283,81,491,2325,1660,341046,332808,5.561535
215,187,380,331,3491,14971,358711,495207,5.560755
254,282,451,489,12383,3109,461503,353672,5.560673
89,103,171,182,7381,9073,408834,424523,5.560205
291,274,500,486,14782,4351,492656,370166,5.559821
59,209,124,379,10684,11686,443554,453036,5.558285
80,68,139,129,10351,11901,439695,455320,5.558111
168,21,292,61,6163,1247,394071,325474,5.557847
116,273,190,486,5790,4124,388612,367103,5.557116
233,164,411,280,71,6887,301971,402884,5.556655
233,163,411,280,71,6275,301971,395467,5.556655
65,274,129,486,11031,4351,446671,370166,5.556408
77,177,139,311,9539,4065,429661,366354,5.554426
7,255,19,452,9379,10871,428054,445277,5.551685
129,212,212,380,9317,2420,427131,342898,5.550688
212,36,380,81,2420,2304,342898,340917,5.549905
175,24,300,62,1953,687,337188,314939,5.549766
280,231,489,409,2832,3036,349115,352861,5.548622
213,27,380,64,2770,435,347721,310556,5.54819
181,14,319,50,3673,4812,361539,377024,5.546922
279,204,489,371,2693,11860,346798,454726,5.546813
137,141,222,229,5190,5644,381551,386552,5.546582
269,10,484,42,3407,1832,357660,335597,5.545728
306,308,540,551,11539,7158,451117,405614,5.54468
64,279,129,489,10822,2693,444840,346798,5.544196
294,226,512,399,13694,10155,479838,437809,5.543805
235,139,419,223,48,6546,301480,397786,5.542566
280,213,489,380,2832,2770,349115,347721,5.542245
75,44,132,91,11728,14765,453331,492524,5.536818
131,199,219,362,7217,12847,406767,468821,5.535886
99,33,179,81,7438,2244,409272,340385,5.534284
99,34,179,81,7438,2244,409272,340385,5.534284
295,155,513,261,13030,10506,471347,441355,5.533263
262,216,472,380,8902,3565,422132,359698,5.533064
36,215,81,380,2304,3491,340917,358711,5.532667
30,230,69,402,724,4008,315673,365635,5.531089
219,20,392,61,11554,1012,451258,321736,5.530713
54,206,122,372,12175,12501,458556,463889,5.528456
275,60,486,124,4484,10921,372551,445695,5.527744
189,92,341,172,14369,6491,487996,397178,5.527627
141,14,229,50,5644,4812,386552,377024,5.524425
146,234,230,411,15059,184,496401,304311,5.523552
291,146,500,230,14782,15059,492656,496401,5.5219
6,282,19,489,9020,3109,423914,353672,5.519497
77,240,139,422,9539,12321,429661,460849,5.519435
319,90,560,171,2353,7519,341490,410045,5.518804
238,205,421,372,14110,12241,484667,459525,5.51834
154,268,261,483,10449,3282,440834,356173,5.517153
240,87,422,160,12321,1717,460849,333324,5.513321
299,161,531,271,237,5230,305935,381938,5.512442
66,73,129,131,11324,10272,448866,438954,5.512426
26,139,64,223,342,6546,308387,397786,5.512382
16,231,50,409,5376,3036,383370,352861,5.511665
254,223,451,394,12383,9855,461503,434289,5.511636
254,224,451,394,12383,10039,461503,436452,5.511636
94,210,179,379,6045,12797,392193,468246,5.509819
115,94,190,179,5760,6045,388180,392193,5.509305
315,170,560,300,1925,1466,336667,329642,5.508806
68,220,129,393,11901,10452,455320,440877,5.505138
215,281,380,489,3491,2836,358711,349158,5.504622
251,193,429,342,13896,13991,482137,483598,5.503891
115,81,190,139,5760,11155,388180,447563,5.50256
123,138,209,223,2848,6300,349555,395671,5.500772
106,203,183,369,9546,13794,429819,480932,5.500351
109,92,189,172,8937,6491,422911,397178,5.499914
2,177,11,311,8739,4065,419866,366354,5.499864
189,95,341,179,14369,6716,487996,400440,5.499663
235,37,419,81,48,2325,301480,341046,5.499024
77,103,139,182,9539,9073,429661,424523,5.498844
27,52,64,122,435,12021,310556,456469,5.498147
32,73,69,131,865,10272,319096,438954,5.498052
78,154,139,261,9898,10449,434942,440834,5.496726
162,51,279,121,5654,11545,386600,451169,5.496464
161,248,271,429,5230,13535,381938,477840,5.494587
253,250,451,429,12364,13697,461299,479874,5.494174
154,222,261,393,10449,10576,440834,442244,5.493459
154,3,261,11,10449,9115,440834,424835,5.491863
114,97,190,179,5531,6947,385332,403496,5.491183
165,10,291,42,4689,1832,375289,335597,5.488581
166,10,291,42,4704,1832,375681,335597,5.488581
84,29,160,65,1349,803,326802,316870,5.487956
252,276,441,487,14888,2897,494262,350299,5.487904
63,45,129,92,9809,14740,433465,492243,5.487656
225,282,399,489,10115,3109,437419,353672,5.487146
29,154,65,261,803,10449,316870,440834,5.487128
312,123,559,209,7218,2848,406783,349555,5.486145
246,238,429,421,13184,14110,473214,484667,5.485679
147,240,241,422,13629,12321,478861,460849,5.484419
114,294,190,512,5531,13694,385332,479838,5.482918
85,249,160,429,1367,13549,327259,478104,5.482455
144,300,230,531,14995,300,495477,307557,5.481671
254,277,451,488,12383,2982,461503,351899,5.480313
283,199,491,362,1660,12847,332808,468821,5.4803
154,18,261,50,10449,6039,440834,392121,5.480034
35,38,81,89,2255,1997,340445,337736,5.47994
214,18,380,50,2818,6039,348747,392121,5.478535
150,20,249,61,13163,1012,473010,321736,5.477561
110,8,189,19,9034,9382,424141,428070,5.477365
99,135,179,219,7438,9726,409272,432226,5.476391
68,302,129,539,11901,869,455320,319146,5.476247
285,267,491,482,1704,4936,333248,378449,5.476221
285,266,491,482,1704,4873,333248,377794,5.476221
123,275,209,486,2848,4484,349555,372551,5.473644
253,134,451,219,12364,9709,461299,432001,5.472893
94,161,179,271,6045,5230,392193,381938,5.47286
18,147,50,241,6039,13629,392121,478861,5.471309
67,99,129,179,11362,7438,449306,409272,5.468033
111,8,189,19,9173,9382,425481,428070,5.467274
300,233,531,411,300,71,307557,301971,5.46637
279,168,489,292,2693,6163,346798,394071,5.466228
24,276,62,487,687,2897,314939,350299,5.466124
319,102,560,182,2353,9008,341490,423824,5.465143
155,64,261,129,10506,10822,441355,444840,5.464151
171,270,300,484,1470,3703,329739,361928,5.4641
114,229,190,401,5531,3353,385332,357127,5.463719
209,189,379,341,11686,14369,453036,487996,5.4636
17,117,50,190,5577,6061,385939,392352,5.463235
213,283,380,491,2770,1660,347721,332808,5.461397
30,303,69,539,724,1252,315673,325529,5.461311
170,33,300,81,1466,2244,329642,340385,5.460428
170,34,300,81,1466,2244,329642,340385,5.460428
266,140,482,229,4873,5509,377794,385093,5.460327
267,140,482,229,4936,5509,378449,385093,5.460327
112,258,190,460,4104,2483,366886,344021,5.458822
205,214,372,380,12241,2818,459525,348747,5.457386
134,207,219,373,9709,12670,432001,466694,5.455802
284,171,491,300,1699,1470,333209,329739,5.455609
144,190,230,341,14995,14400,495477,488248,5.455603
38,65,89,129,1997,11031,337736,446671,5.455537
55,97,122,179,12270,6947,460118,403496,5.454986
216,72,380,131,3565,9885,359698,434713,5.454023
79,142,139,229,10137,5681,437620,386981,5.453565
85,278,160,489,1367,2579,327259,345412,5.453182
253,278,451,489,12364,2579,461299,345412,5.452804
268,198,483,361,3282,14646,356173,491182,5.452645
226,3,399,11,10155,9115,437809,424835,5.451185
215,252,380,441,3491,14888,358711,494262,5.449794
309,247,551,429,7675,13388,411642,475739,5.448999
274,313,486,559,4351,7321,370166,408111,5.448858
298,151,519,251,13037,14845,471386,493469,5.447745
298,152,519,251,13037,14856,471386,493733,5.447745
114,36,190,81,5531,2304,385332,340917,5.447137
256,161,452,271,11192,5230,447820,381938,5.44685
77,279,139,489,9539,2693,429661,346798,5.444848
45,254,92,451,14740,12383,492243,461503,5.444296
232,277,409,488,3195,2982,354831,351899,5.44136
289,265,500,481,14712,3221,491787,355232,5.441302
310,240,559,422,6756,12321,400985,460849,5.441009
274,62,486,129,4351,9322,370166,427214,5.440859
79,94,139,179,10137,6045,437620,392193,5.439882
214,28,380,64,2818,645,348747,314028,5.439754
311,38,559,89,6842,1997,402197,337736,5.439044
125,136,209,221,3257,5918,355859,390084,5.438882
108,189,189,341,8805,14369,420535,487996,5.438052
90,94,171,179,7519,6045,410045,392193,5.436629
232,139,409,223,3195,6546,354831,397786,5.436361
288,31,499,69,1829,859,335586,318889,5.434744
216,64,380,129,3565,10822,359698,444840,5.433859
180,214,319,380,3050,2818,353045,348747,5.432681
178,25,319,63,2441,1326,343048,326398,5.432654
94,82,179,139,6045,11574,392193,451518,5.42874
308,88,551,171,7158,7365,405614,408641,5.428528
292,307,511,540,13251,12425,474019,462506,5.428088
142,314,229,559,5681,7600,386981,410915,5.428016
266,283,482,491,4873,1660,377794,332808,5.426457
267,283,482,491,4936,1660,378449,332808,5.426457
80,129,139,212,10351,9317,439695,427131,5.425852
78,5,139,19,9898,8901,434942,422118,5.424147
97,226,179,399,6947,10155,403496,437809,5.421233
234,21,411,61,184,1247,304311,325474,5.420886
246,218,429,392,13184,11504,473214,450746,5.420688
78,262,139,472,9898,8902,434942,422132,5.420223
116,95,190,179,5790,6716,388612,400440,5.419502
131,305,219,540,7217,11305,406767,448728,5.419407
306,21,540,61,11539,1247,451117,325474,5.418567
276,165,487,291,2897,4689,350299,375289,5.418186
276,166,487,291,2897,4704,350299,375681,5.418186
105,21,183,61,9470,1247,428994,325474,5.418162
18,215,50,380,6039,3491,392121,358711,5.417992
217,91,391,171,9692,7983,431812,414089,5.416906
175,110,300,189,1953,9034,337188,424141,5.416669
98,211,179,379,6996,13126,404080,472346,5.41651
136,167,221,291,5918,4735,390084,376015,5.414938
213,120,380,202,2770,3383,347721,357396,5.413292
36,26,81,64,2304,342,340917,308387,5.412475
155,315,261,560,10506,1925,441355,336667,5.41243
147,32,241,69,13629,865,478861,319096,5.412135
75,273,132,486,11728,4124,453331,367103,5.411467
126,154,209,261,4174,10449,367777,440834,5.411441
131,50,219,121,7217,11144,406767,447461,5.411067
232,26,409,64,3195,342,354831,308387,5.410901
216,244,380,423,3565,14002,359698,483750,5.410835
50,52,121,122,11144,12021,447461,456469,5.41055
61,45,129,92,8533,14740,417974,492243,5.40898
175,111,300,189,1953,9173,337188,425481,5.40669
216,81,380,139,3565,11155,359698,447563,5.405911
66,216,129,380,11324,3565,448866,359698,5.402722
28,75,64,132,645,11728,314028,453331,5.400178
95,272,179,485,6716,2097,400440,338965,5.399746
311,308,559,551,6842,7158,402197,405614,5.398176
116,100,190,181,5790,8648,388612,418964,5.397259
27,233,64,411,435,71,310556,301971,5.396084
64,113,129,190,10822,5081,444840,379962,5.395229
237,101,421,181,13836,8884,481458,421868,5.394991
96,216,179,380,6723,3565,400579,359698,5.394187
200,27,363,64,14568,435,490541,310556,5.39406
115,236,190,419,5760,656,388180,314420,5.393882
310,116,559,190,6756,5790,400985,388612,5.393211
74,193,132,342,11609,13991,451972,483598,5.392678
164,136,280,221,6887,5918,402884,390084,5.390107
163,136,280,221,6275,5918,395467,390084,5.390107
192,88,341,171,14507,7365,489881,408641,5.39006
28,286,64,491,645,1785,314028,334454,5.387939
169,190,299,341,5137,14400,380766,488248,5.387449
113,237,190,421,5081,13836,379962,481458,5.386125
237,118,421,201,13836,4476,481458,372451,5.38266
294,103,512,182,13694,9073,479838,424523,5.382031
285,91,491,171,1704,7983,333248,414089,5.381908
260,83,460,160,3711,1325,362062,326338,5.380841
113,74,190,132,5081,11609,379962,451972,5.380748
17,94,50,179,5577,6045,385939,392193,5.3776
28,64,64,129,645,10822,314028,444840,5.37728
179,215,319,380,3031,3491,352773,358711,5.377018
113,27,190,64,5081,435,379962,310556,5.376576
5,312,19,559,8901,7218,422118,406783,5.374341
159,23,269,62,9334,593,427423,312988,5.374322
160,23,269,62,10026,593,436366,312988,5.374322
158,23,269,62,8646,593,418960,312988,5.374322
134,297,219,519,9709,12592,432001,465890,5.374245
312,270,559,484,7218,3703,406783,361928,5.373959
266,65,482,129,4873,11031,377794,446671,5.373188
267,65,482,129,4936,11031,378449,446671,5.373188
51,199,121,362,11545,12847,451169,468821,5.372883
88,98,171,179,7365,6996,408641,404080,5.372348
94,214,179,380,6045,2818,392193,348747,5.371382
215,82,380,139,3491,11574,358711,451518,5.370962
212,298,380,519,2420,13037,342898,471386,5.370549
80,60,139,124,10351,10921,439695,445695,5.369974
83,37,160,81,1325,2325,326338,341046,5.369585
158,215,269,380,8646,3491,418960,358711,5.369006
159,215,269,380,9334,3491,427423,358711,5.369006
160,215,269,380,10026,3491,436366,358711,5.369006
279,177,489,311,2693,4065,346798,366354,5.368581
274,40,486,89,4351,2260,370166,340498,5.367974
212,253,380,451,2420,12364,342898,461299,5.367398
59,91,124,171,10684,7983,443554,414089,5.367372
100,319,181,560,8648,2353,418964,341490,5.3669
99,58,179,123,7438,11658,409272,452708,5.366451
147,63,241,129,13629,9809,478861,433465,5.366277
236,155,419,261,656,10506,314420,441355,5.365204
231,117,409,190,3036,6061,352861,392352,5.363845
295,154,513,261,13030,10449,471347,440834,5.363277
132,215,219,380,8389,3491,416611,358711,5.361735
96,136,179,221,6723,5918,400579,390084,5.361554
77,68,139,129,9539,11901,429661,455320,5.361409
89,272,171,485,7381,2097,408834,338965,5.358616
123,139,209,223,2848,6546,349555,397786,5.357444
278,181,489,319,2579,3673,345412,361539,5.357199
107,220,189,393,8437,10452,416847,440877,5.356372
60,270,124,484,10921,3703,445695,361928,5.355279
5,152,19,251,8901,14856,422118,493733,5.355212
5,151,19,251,8901,14845,422118,493469,5.355212
109,282,189,489,8937,3109,422911,353672,5.3547
252,153,441,259,14888,14777,494262,492614,5.354486
225,156,399,262,10115,9081,437419,424609,5.353876
171,35,300,81,1470,2255,329739,340445,5.353092
64,213,129,380,10822,2770,444840,347721,5.350709
8,303,19,539,9382,1252,428070,325529,5.349015
141,278,229,489,5644,2579,386552,345412,5.347524
85,114,160,190,1367,5531,327259,385332,5.344831
110,63,189,129,9034,9809,424141,433465,5.342981
161,249,271,429,5230,13549,381938,478104,5.341888
74,217,132,391,11609,9692,451972,431812,5.341184
210,305,379,540,12797,11305,468246,448728,5.340921
87,302,160,539,1717,869,333324,319146,5.339576
109,311,189,559,8937,6842,422911,402197,5.339496
100,251,181,429,8648,13896,418964,482137,5.338716
313,228,559,401,7321,3170,408111,354449,5.33805
98,218,179,392,6996,11504,404080,450746,5.337586
26,210,64,379,342,12797,308387,468246,5.337573
87,315,160,560,1717,1925,333324,336667,5.335199
138,114,223,190,6300,5531,395671,385332,5.335158
26,302,64,539,342,869,308387,319146,5.33383
210,206,379,372,12797,12501,468246,463889,5.333806
292,30,511,69,13251,724,474019,315673,5.333323
111,63,189,129,9173,9809,425481,433465,5.333137
273,306,486,540,4124,11539,367103,451117,5.331955
238,213,421,380,14110,2770,484667,347721,5.331112
231,110,409,189,3036,9034,352861,424141,5.331092
167,96,291,179,4735,6723,376015,400579,5.330825
15,177,50,311,4870,4065,377775,366354,5.330497
97,257,179,459,6947,11787,403496,453864,5.330056
75,280,132,489,11728,2832,453331,349115,5.329763
74,25,132,63,11609,1326,451972,326398,5.328483
303,2,539,11,1252,8739,325529,419866,5.328091
231,17,409,50,3036,5577,352861,385939,5.326706
308,113,551,190,7158,5081,405614,379962,5.326692
206,213,372,380,12501,2770,463889,347721,5.32646
311,150,559,249,6842,13163,402197,473010,5.325681
117,180,190,319,6061,3050,392352,353045,5.325219
81,17,139,50,11155,5577,447563,385939,5.3246
178,167,319,291,2441,4735,343048,376015,5.323627
83,155,160,261,1325,10506,326338,441355,5.323611
54,50,122,121,12175,11144,458556,447461,5.323173
173,27,300,64,1539,435,331014,310556,5.321402
172,27,300,64,1538,435,331012,310556,5.321402
27,282,64,489,435,3109,310556,353672,5.32139
231,111,409,189,3036,9173,352861,425481,5.321271
257,138,459,223,11787,6300,453864,395671,5.320816
246,276,429,487,13184,2897,473214,350299,5.320583
276,52,487,122,2897,12021,350299,456469,5.32052
276,205,487,372,2897,12241,350299,459525,5.320009
282,312,489,559,3109,7218,353672,406783,5.317816
211,27,379,64,13126,435,472346,310556,5.317814
20,216,61,380,1012,3565,321736,359698,5.317449
311,133,559,219,6842,8959,402197,423091,5.316815
27,65,64,129,435,11031,310556,446671,5.316543
294,254,512,451,13694,12383,479838,461503,5.316439
93,276,172,487,6641,2897,399738,350299,5.316037
102,203,182,369,9008,13794,423824,480932,5.312193
215,289,380,500,3491,14712,358711,491787,5.311426
79,250,139,429,10137,13697,437620,479874,5.311111
191,214,341,380,14444,2818,489091,348747,5.310209
101,105,181,183,8884,9470,421868,428994,5.309715
264,57,479,123,9408,11643,428302,452442,5.309059
175,177,300,311,1953,4065,337188,366354,5.307353
199,276,362,487,12847,2897,468821,350299,5.306342
138,247,223,429,6300,13388,395671,475739,5.304314
117,96,190,179,6061,6723,392352,400579,5.304193
162,59,279,124,5654,10684,386600,443554,5.303999
175,90,300,171,1953,7519,337188,410045,5.303234
85,100,160,181,1367,8648,327259,418964,5.301711
146,309,230,551,15059,7675,496401,411642,5.300621
300,126,531,209,300,4174,307557,367777,5.300177
302,91,539,171,869,7983,319146,414089,5.298765
180,155,319,261,3050,10506,353045,441355,5.298655
240,314,422,559,12321,7600,460849,410915,5.298082
273,71,486,131,4124,9748,367103,432669,5.296497
286,169,491,299,1785,5137,334454,380766,5.296447
132,81,219,139,8389,11155,416611,447563,5.296335
154,64,261,129,10449,10822,440834,444840,5.296288
