year,MyLkID,tnc_AB (k),tnc_BA (k),tnc_TOT (k),TMc_e (M)
2025,480,0.0,0.0,0.0,0.0
2025,481,0.0,0.0,0.0,0.0
2025,482,0.0,0.0,0.0,0.0
2025,483,0.0,0.0,0.0,0.0
2025,484,0.0,0.0,0.0,0.0
2025,485,0.0,0.0,0.0,0.0
2025,486,30.667,0.0,30.667,0.21789304529487988
2025,487,0.0,0.0,0.0,0.0
2025,488,0.0,1171.865,1171.865,14.676518856767823
2025,489,348.794,100.074,448.868,11.244665882573942
2025,490,0.0,0.0,0.0,0.0
2025,491,0.0,0.0,0.0,0.0
2025,492,0.0,1171.865,1171.865,21.0710636838934
2025,493,9278.45,5686.873,14965.323,36.81516904549478
2025,494,5671.539,8452.449,14123.988000000001,12.471889212550707
2025,495,0.0,0.0,0.0,0.0
2025,496,0.0,0.0,0.0,0.0
2025,497,0.0,15.654,15.654,0.0032329257711355064
2025,498,0.0,0.0,0.0,0.0
2025,499,0.0,0.0,0.0,0.0
2025,500,0.0,0.0,0.0,0.0
2025,501,4323.056,3092.028,7415.083999999999,3.029882157777985
2025,502,576.955,495.792,1072.747,2.7295411390953643
2025,503,0.0,0.0,0.0,0.0
2025,504,0.0,0.0,0.0,0.0
2025,505,0.0,0.0,0.0,0.0
2025,506,0.0,0.0,0.0,0.0
2025,507,0.0,0.0,0.0,0.0
2025,508,0.0,0.0,0.0,0.0
2025,509,286.984,431.166,718.15,0.16724045438959692
2025,510,0.0,0.0,0.0,0.0
2025,511,0.0,211.074,211.074,0.16743814724835565
2025,512,0.0,0.0,0.0,0.0
2025,513,202.992,29.576,232.56799999999998,0.051847890201498895
2025,514,0.0,0.0,0.0,0.0
2025,515,47.04,0.0,47.04,0.024715794474139605
2025,516,6.317,0.0,6.317,0.0018178964328539363
2025,517,0.0,0.0,0.0,0.0
2025,518,17.582,31.882,49.464,0.014957100917771889
2025,519,706.632,65.868,772.5,0.16988741855645387
2025,520,99.733,180.306,280.039,0.06614697025600454
2025,521,3.158,0.0,3.158,0.0012980280070187034
2025,522,0.0,0.0,0.0,0.0
2025,523,0.0,0.0,0.0,0.0
2025,524,5.215,38.112,43.327,0.010460415530446503
2025,525,0.0,0.0,0.0,0.0
2025,526,0.0,0.0,0.0,0.0
2025,527,0.0,0.0,0.0,0.0
2025,528,0.0,0.0,0.0,0.0
2025,529,35.164,63.764,98.928,0.02415497012536536
2025,530,17.582,31.882,49.464,0.007263349081723054
2025,531,0.0,0.0,0.0,0.0
2025,532,0.0,0.0,0.0,0.0
2025,533,0.0,0.0,0.0,0.0
2025,534,0.0,0.0,0.0,0.0
2025,535,0.0,0.0,0.0,0.0
2025,536,0.0,0.0,0.0,0.0
2025,537,0.0,0.0,0.0,0.0
2025,538,0.0,0.0,0.0,0.0
2025,539,0.0,0.0,0.0,0.0
2025,540,0.0,0.0,0.0,0.0
2025,541,6.317,0.0,6.317,0.0002233750256783111
2025,542,0.0,244.236,244.236,1.5407906807392442
2025,543,23.502,181.949,205.45100000000002,0.049777255528407616
2025,544,23.502,181.949,205.45100000000002,0.06490463124846693
2025,545,0.0,0.0,0.0,0.0
2025,546,0.0,0.0,0.0,0.0
2025,547,0.0,0.0,0.0,0.0
2025,548,38.112,0.0,38.112,0.01230052131017726
2025,549,211.074,0.0,211.074,0.35234452447314035
2025,550,197.24,415.202,612.442,0.04805743257851871
2025,551,98.62,207.601,306.221,0.09232353443704006
2025,552,197.24,368.162,565.402,3.8873258116220817
2025,553,130.259,355.668,485.927,0.8827647822615984
2025,554,140.94,486.648,627.588,0.9841030461323915
2025,555,0.0,0.0,0.0,0.0
2025,556,131.736,1413.263,1544.9989999999998,0.5441634290391278
2025,557,98.62,207.601,306.221,0.0806701405130966
2025,558,131.736,1413.263,1544.9989999999998,0.22614074698587608
2025,559,911.518,0.0,911.518,2.9955208838432816
2025,560,95.647,52.747,148.394,0.02939745286801258
2025,561,0.0,0.0,0.0,0.0
2025,562,431.166,286.984,718.15,0.13729251082073182
2025,563,0.0,0.0,0.0,0.0
2025,564,17.428,160.907,178.335,0.05090411477076052
2025,565,0.0,0.0,0.0,0.0
2025,566,0.0,38.112,38.112,0.011154329617776085
